id,name,title_en,title_de,metadata_created,metadata_modified,days_since_modified,organization_name,publisher,description_length,num_keywords,num_themes,num_resources,resource_formats,has_api,license_id,completeness_score,title_length
3f8295e7-6758-44a9-b1b5-6cabfa5241e5,bildersammlung-max-van-berchem,Max van Berchem image collection,Bildersammlung Max van Berchem,2025-05-05T07:43:01.040326,2026-03-06T14:51:17.297827,,schweizerische-nationalbibliothek-nb,"{'url': '', 'name': {'de': 'Schweizerische Nationalbibliothek (NB)', 'fr': 'Bibliothèque nationale suisse (BN)', 'en': 'Swiss National Library (NL)', 'it': 'Biblioteca nazionale svizzera (BN)'}}",877,10,1,3,"JSON,ZIP,CSV",False,,0.7222,43
0c8b2a1e-9ccc-43aa-8b6c-345c2e17fc76,parkplatzbelegung-stadt-frauenfeld,,Parkplatzbelegung Stadt Frauenfeld,2024-09-02T11:07:13.968894,2026-03-06T13:37:13.561663,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1936,21,2,15,"CSV,JSON,OCTET,JSON,GPX,JSON,KML,TXT,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,ZIP,XLS",False,,0.7222,34
9a272570-c8c0-4d5b-b872-755f6e7c6a29,hydrometrie-thurgau-pegel-m-u-m,,Hydrometrie Thurgau - Pegel (m ü. M.),2025-08-27T15:22:04.051702,2026-03-06T13:37:07.029410,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",990,10,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,37
66424ce7-5876-48d2-b376-77dce51b7ad5,neu-erstellte-wohnungen-nach-anzahl-zimmer-nach-politischer-gemeinde,,Neu erstellte Wohnungen nach Anzahl Zimmer nach Politischer Gemeinde,2023-12-20T11:48:47.023595,2026-03-06T13:37:01.419486,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",361,5,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,68
ebb52176-6f8b-43c7-b700-16ed3fb9898d,hinweisinventar-bauten-kanton-thurgau-stand-2021,,Hinweisinventar Bauten Kanton Thurgau (Stand 2021),2022-02-28T11:05:21.660383,2026-03-06T13:36:57.555209,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",551,13,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,50
028a977c-983d-414e-8789-7bd7f68964d7,kindertagesstatten-im-kanton-thurgau-stand-dezember-2023,,Kindertagesstätten im Kanton Thurgau (Stand Dezember 2023),2025-01-22T11:32:18.819128,2026-03-06T13:36:53.592753,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",221,5,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,58
6bb05375-5392-442d-972c-d98a0bef8bed,politische-gemeinden-nach-bezirken-kanton-thurgau,,Politische Gemeinden nach Bezirken Kanton Thurgau,2022-02-28T11:03:34.267580,2026-03-06T13:36:49.782819,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",611,5,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,49
d5c0d743-cb0f-4133-a409-692ca05f5c6b,zupendler-nach-gemeinde,,Zupendler nach Gemeinde,2025-03-27T11:17:30.723142,2026-03-06T13:36:45.676416,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",486,8,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,23
9f27d503-fe5f-4b57-85cc-69e0877a4309,meteoschweiz-manuelle-niederschlagsstationen-tageswerte-affeltrangen-aft,,MeteoSchweiz Manuelle Niederschlagsstationen: Tageswerte - Affeltrangen (AFT),2025-08-29T12:04:33.908184,2026-03-06T13:36:41.880699,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",394,6,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,77
9f2dfb35-285b-463a-9f7b-bf43a23a25c7,covid-19-fallzahlen-kanton-thurgau-auf-ebene-bezirk,COVID_19 Number of Cases Canton Thurgau by District,COVID-19-Fallzahlen Kanton Thurgau auf Ebene Bezirk,2022-02-28T11:03:50.706386,2026-03-06T13:36:33.335343,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",496,12,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,51
cf2e058f-df10-4117-b371-fe5417ee6d1e,lotteriefonds-kanton-thurgau-zugesprochene-beitrage,,Lotteriefonds Kanton Thurgau: Zugesprochene Beiträge,2024-01-25T12:47:43.890539,2026-03-06T13:36:28.617031,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",547,4,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,52
021a4e78-c1fc-4c11-9684-59905ed5bf58,landwirtschaftliche-tierbestande-im-kanton-thurgau1,,Landwirtschaftliche Tierbestände im Kanton Thurgau,2023-04-13T11:03:10.648223,2026-03-06T13:36:17.620174,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",729,7,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,50
81e3b6f6-773a-42df-9e6a-1d566de250c3,luftqualitatsmessungen-ostluft-thurgau-jahresmittelwerte,,Luftqualitätsmessungen Ostluft Thurgau – Jahresmittelwerte,2025-10-30T11:32:28.983096,2026-03-06T13:36:12.224880,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1651,12,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,58
5e6e0d57-df6a-41c1-94d3-de8597e1603e,meteoschweiz-automatische-wetterstationen-tageswerte-guttingen-gut,,MeteoSchweiz Automatische Wetterstationen: Tageswerte - Güttingen (GUT),2025-08-29T12:01:52.592101,2026-03-06T13:36:07.083156,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",394,6,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,71
850d7786-d124-4983-af1c-51485aa05350,staatsrechnung-thurgau-2020-bilanz,,Staatsrechnung Thurgau 2020 - Bilanz,2023-07-15T11:02:05.104035,2026-03-06T13:36:01.318960,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",574,9,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,36
4c8a5346-b06f-465d-a0d9-0ae87520edc6,covid-19-fallzahlen-kanton-thurgau-nach-alter-und-geschlecht,COVID_19 Number of Cases Canton Thurgau by age and gender,COVID-19-Fallzahlen Kanton Thurgau nach Alter und Geschlecht,2022-02-28T11:04:58.563864,2026-03-06T13:35:52.822606,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",479,13,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,60
3471f49a-255f-42aa-af50-d0f5d241aba9,hydrometrie-thurgau-wassertemperatur-c,,Hydrometrie Thurgau - Wassertemperatur (°C),2025-08-27T15:17:55.799128,2026-03-06T13:35:46.426074,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1003,10,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,43
74036f9a-f906-4c44-91cb-03e45e241514,ubersicht-finanzlage-schulgemeinden-kanton-thurgau-ab-2018,,Übersicht Finanzlage Schulgemeinden Kanton Thurgau ab 2018,2023-01-06T11:01:14.415892,2026-03-06T13:35:40.656399,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1447,8,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,58
99d594e6-6cc2-4ef0-bbd2-543496e6ff91,gesamtsteuerfusse-der-thurgauer-gemeinden1,,Gesamtsteuerfüsse der Thurgauer Gemeinden,2022-02-28T11:03:38.715024,2026-03-06T13:35:33.721506,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1008,10,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,41
90e269b6-8826-4a0e-b164-7ba19f0a43a7,meteoschweiz-manuelle-niederschlagsstationen-tageswerte-frauenfeld-frf,,MeteoSchweiz Manuelle Niederschlagsstationen: Tageswerte - Frauenfeld (FRF),2025-08-29T12:05:57.043656,2026-03-06T13:35:25.724420,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",394,6,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,75
38298bea-afbd-4366-ba58-288a68ffff33,finanzausgleich-politische-gemeinden-komponenten,,Finanzausgleich Politische Gemeinden: Komponenten,2022-02-28T11:06:22.527211,2026-03-06T13:35:20.121674,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1510,6,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,49
8e52a670-eb48-4bcf-8c43-6663d7f808ce,staatsrechnung-thurgau-2018-bilanz,,Staatsrechnung Thurgau 2018 - Bilanz,2023-07-13T11:01:32.345386,2026-03-06T13:35:12.258757,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",574,9,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,36
f2297c60-5684-45b0-9ab0-ff8e8401674b,standeratswahlen-kanton-thurgau-2019-kadidatenstimmen-auf-gemeindeebene-1-wahlgang,,Ständeratswahlen Kanton Thurgau 2019: Kadidatenstimmen auf Gemeindeebene -  1. Wahlgang,2023-10-17T11:03:26.959700,2026-03-06T13:34:57.163745,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",424,15,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,87
7624ecbc-89b8-451d-9bbf-6545eb9b43e0,grossratswahlen-2024-kandidatenstimmen-nach-herkunft-der-stimmen-panaschierstatistik-bezirk-kre,,Grossratswahlen 2024: Kandidatenstimmen nach Herkunft der Stimmen (Panaschierstatistik) Bezirk Kreuzlingen,2024-04-08T11:52:55.959312,2026-03-06T13:34:50.095772,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",434,11,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,106
f5d4b068-3f63-4cc2-ba6a-2d793a0db2c9,fluglarmmonitoring-region-frauenfeld-iselisberg-tg-ab-2021,,Fluglärmmonitoring Region Frauenfeld (Iselisberg TG) ab 2021,2024-11-13T11:22:12.435489,2026-03-06T13:34:38.315688,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1764,9,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,60
673777ca-ca92-439c-a2e5-3ea9981ff596,verkehrszahldaten-motorisierter-individualverkehr-nach-fahrzeugklassen,,Verkehrszähldaten motorisierter Individualverkehr nach Fahrzeugklassen,2024-06-18T13:01:26.650943,2026-03-06T13:34:29.269430,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",3005,13,1,15,"CSV,JSON,OCTET,JSON,GPX,JSON,KML,TXT,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,ZIP,XLS",False,,0.7778,70
96a14acd-bf57-487b-bc26-1047c9b5cca7,meteoschweiz-manuelle-niederschlagsstationen-tageswerte-weinfelden-wef,,MeteoSchweiz Manuelle Niederschlagsstationen: Tageswerte - Weinfelden (WEF),2025-08-29T11:59:01.584711,2026-03-06T13:34:16.727898,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",394,6,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,75
86b02b11-1860-422c-b734-916b7cd15ed2,parkplatzbelegung-stadt-frauenfeld-nach-stunden,,Parkplatzbelegung Stadt Frauenfeld nach Stunden,2024-05-23T11:03:29.578973,2026-03-06T13:34:11.062189,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1103,25,2,15,"CSV,JSON,OCTET,JSON,GPX,JSON,KML,TXT,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,ZIP,XLS",False,,0.7222,47
45d5e247-95dd-4c92-bb28-837f0b96a687,hydrometrie-thurgau-abfluss-m-s,,Hydrometrie Thurgau - Abfluss (m³/s),2025-08-27T15:22:18.968741,2026-03-06T13:34:02.623969,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",990,10,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,36
87182a41-abc1-4963-8e10-e4665bce2397,handelsregister-kanton-thurgau-firmen-mit-rechtsform-und-standort,,Handelsregister Kanton Thurgau: Firmen mit Rechtsform und Standort,2024-08-26T11:05:45.297113,2026-03-06T13:33:54.234801,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",2098,15,1,15,"CSV,JSON,OCTET,JSON,GPX,JSON,KML,TXT,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,ZIP,XLS",False,,0.7222,66
091ce6b2-03d0-4eb0-bc0e-cd3f9ff63bd1,vorstosse-im-grossen-rat-kanton-thurgau-nach-departementen-und-fraktion,,Vorstösse im Grossen Rat Kanton Thurgau nach Departementen und Fraktion,2022-04-04T11:01:54.960913,2026-03-06T13:33:46.440091,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1693,11,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,71
e4c00173-0494-4c57-b72e-0dd2d2c7358a,wohnungen-nach-zimmerzahl-und-politischer-gemeinde-bestand,,Wohnungen nach Zimmerzahl und Politischer Gemeinde (Bestand),2023-12-20T11:50:17.489305,2026-03-06T13:33:41.777192,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",309,4,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,60
a2c4aa51-da88-462d-a431-9ef829edd3f7,ersatzwahl-regierungsrat-2006,,Ersatzwahl Regierungsrat 2006,2022-03-16T11:01:04.242095,2026-03-06T13:33:35.021039,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",129,8,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,29
fcede821-522c-44a0-8d55-42ca754c6677,meteoschweiz-automatische-wetterstationen-tageswerte-bischofszell-sitterdorf-biz,,MeteoSchweiz Automatische Wetterstationen: Tageswerte - Bischofszell / Sitterdorf (BIZ),2025-08-29T12:06:22.684508,2026-03-06T13:33:29.729738,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",394,6,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,87
f8b84e99-95df-4b13-b19f-1d159244c9da,gewasserqualitat-in-bodensee-thur-und-murg,,"Gewässerqualität in Bodensee, Thur und Murg",2022-12-16T11:02:11.805566,2026-03-06T13:33:17.221170,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1312,12,1,15,"CSV,JSON,OCTET,JSON,GPX,JSON,KML,TXT,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,ZIP,XLS",False,,0.7778,43
34b52269-a6b9-4514-8734-69534b2d1530,finanzausgleich-politische-gemeinden-gesamtauswirkungen,,Finanzausgleich Politische Gemeinden: Gesamtauswirkungen,2022-02-28T11:03:07.189583,2026-03-06T13:33:00.926462,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",944,8,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,56
91246d2d-a90d-4aeb-a1fc-15f36c996466,gesamterneuerungwahl-regierungsrat-2012,,Gesamterneuerungswahl Regierungsrat 2012,2022-03-16T11:02:14.158476,2026-03-06T13:32:56.706175,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",138,8,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,40
026f4660-f071-44e5-9932-f1bee6450ade,standeratswahlen-kanton-thurgau-ab-2003-wahlzettel-und-wahlbeteiligung-auf-gemeindeebene,,Ständeratswahlen Kanton Thurgau ab 2003: Wahlzettel und Wahlbeteiligung auf Gemeindeebene,2023-10-17T11:02:36.748512,2026-03-06T13:32:52.776262,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",478,14,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,89
dd6fd15e-bd1b-4825-ad59-95080d43ff4d,voten-im-grossen-rat-des-kantons-thurgau,,Voten im Grossen Rat des Kantons Thurgau,2024-11-27T11:16:52.688630,2026-03-06T13:32:45.629914,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",904,15,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,40
41b0dd9b-1473-47cd-b7c5-bdeeda132783,gemeindefinanzkennzahlen-kantonale-durchschnitte,,Gemeindefinanzkennzahlen (Kantonale Durchschnitte),2022-02-28T11:06:39.871946,2026-03-06T13:32:41.494429,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",344,4,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,50
f9fda04d-37ab-441b-9194-50196c527bb2,ersatzwahl-regierungsrat-2022,,Ersatzwahl Regierungsrat 2022,2022-03-16T11:01:43.061976,2026-03-06T13:32:34.780136,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",129,8,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,29
553e4c63-bafb-4a4c-b2f6-efcc5600cb06,luftqualitatsmessungen-ostluft-thurgau-monatswerte,,Luftqualitätsmessungen Ostluft Thurgau – Monatswerte,2025-10-30T11:31:41.832189,2026-03-06T13:32:30.603382,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",1651,12,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,52
1d1182a9-c677-4c6c-b64c-17045e50835f,abschlusse-berufliche-grundbildung-seit-2017,,Abschlüsse Berufliche Grundbildung seit 2017,2023-05-06T11:02:06.856823,2026-03-06T13:32:26.781151,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",888,11,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,44
4950daaf-13bb-48de-8f0b-58fcd9f714c1,meteoschweiz-manuelle-niederschlagsstationen-tageswerte-steckborn-ste,,MeteoSchweiz Manuelle Niederschlagsstationen: Tageswerte - Steckborn (STE),2025-08-29T12:06:27.954342,2026-03-06T13:32:22.825255,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",394,6,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,74
f70a59c2-6d55-4f4f-bd87-e152fed5f4d4,resultate-der-eidgenossischen-abstimmungen-im-kanton-thurgau-ab-1981-ebene-gemeinden,,Resultate der eidgenössischen Abstimmungen im Kanton Thurgau ab 1981 - Ebene Gemeinden,2022-02-28T11:04:34.598510,2026-03-06T13:32:18.776339,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",907,13,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,86
2d3ee6e5-e8db-4aa2-8cde-955e5d84ae31,gemeindefinanzkennzahlen-politische-gemeinden-kanton-thurgau,,Gemeindefinanzkennzahlen Politische Gemeinden Kanton Thurgau,2022-02-28T11:04:03.897851,2026-03-06T13:32:14.671554,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",318,5,2,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7778,60
7ebd3195-e66b-45d2-9a84-dcbd8791f3ae,ortschaftenverzeichnis-kanton-thurgau-2023,,Ortschaftenverzeichnis Kanton Thurgau 2023,2023-04-19T11:02:24.457872,2026-03-06T13:32:05.242690,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",664,7,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,42
859f3c97-a42b-46d7-9e9f-994025209f91,gesamterneuerungwahl-regierungsrat-2004,,Gesamterneuerungswahl Regierungsrat 2004,2022-03-16T11:02:19.954344,2026-03-06T13:32:01.127948,,kanton-thurgau,"{'url': 'https://data.tg.ch/explore/?refine.dcat_ap_ch.domain=kanton-thurgau', 'name': {'de': 'kanton-thurgau', 'en': '', 'fr': '', 'it': ''}}",138,8,1,9,"CSV,JSON,JSON,PARQUET,RDF XML,JSON-LD,RDF TURTLE,N3,XLS",False,,0.7222,40
